RiskYear,NumberOfPersons,ActivityCode,TravellingArea,DangerousAreas,CompanyAge,FinancialRating,Duration,ClaimCost,NumberOfClaims
2020,1.00,M,Whole world,Excluded,8.64887,AA,0.9720,0E-8,0
2018,2.00,F,Sweden,Excluded,5.374401,AA,0.2629,0E-8,0
2020,2.00,N,Whole world,Excluded,6.576318,C,0.2136,0E-8,0
2020,7.00,M,Whole world,Excluded,6.3025327,AA,0.2327,0E-8,0
2021,3.00,G,Whole world,Excluded,6.9568787,AA,0.9994,0E-8,0
2018,2.00,M,Whole world,Excluded,3.6413414,AA,0.4189,0E-8,0
2020,12.00,C,Whole world,Excluded,5.158111,C,0.1095,0E-8,0
2022,3.00,G,Whole world,Excluded,6.258727,IR,0.1095,0E-8,0
2019,1.00,G,Sweden,Excluded,2.754278,B,0.1670,0E-8,0
2018,4.00,J,Whole world,Excluded,1.4839151,B,0.0739,0E-8,0
2020,1.00,M,Nordic countries,Excluded,2.5900068,AA,0.4709,0E-8,0
2021,1.00,C,Whole world,Excluded,3.0335386,AA,0.0575,0E-8,0
2021,3.00,F,Whole world,Excluded,2.7488022,AA,0.4901,0E-8,0
2022,1.00,P,Whole world,Excluded,3.6249144,C,0.6216,0E-8,0
2022,1.00,M,Sweden,Excluded,3.227926,AA,0.0493,0E-8,0
2022,3.00,Q,Whole world,Excluded,2.7323751,C,0.5038,0E-8,0
2022,3.00,M,Whole world,Excluded,0.48733744,AN,0.1260,0E-8,0
2021,1.00,M,Nordic countries,Excluded,5.3689256,missing,0.2465,0E-8,0
2021,3.00,M,Whole world,Excluded,3.5099247,missing,0.3450,0E-8,0
2021,1.00,M,Whole world,Excluded,45.505817,missing,0.8543,0E-8,0
2020,2.00,M,Whole world,Excluded,20.065708,missing,0.3450,0E-8,0
2019,2.00,G,Nordic countries,Excluded,31.920603,AA,0.5038,0E-8,0
2020,85.00,E,Whole world,Excluded,30.485968,AAA,0.5859,0E-8,0
2022,3.00,H,Whole world,Excluded,31.989048,AAA,0.0493,0E-8,0
2020,74.00,H,Whole world,Excluded,28.607803,AAA,0.7529,0E-8,0
2018,2.00,N,Whole world,Excluded,24.139631,B,0.8378,0E-8,0
2021,17.00,J,Whole world,Excluded,22.442163,B,0.9117,0E-8,0
2022,10.00,H,Whole world,Excluded,22.644764,AAA,0.8378,0E-8,0
2020,331.00,K,Whole world,Excluded,20.24367,AA,0.7119,0E-8,0
2022,2.00,M,Whole world,Excluded,19.129364,A,0.5503,0E-8,0
2021,5.00,F,Whole world,Excluded,17.9603,AAA,0.1670,0E-8,0
2018,87.00,F,Sweden,Excluded,12.908966,A,0.0849,0E-8,0
2018,3.00,G,Whole world,Excluded,12.492813,A,0.9145,0E-8,0
2018,9.00,G,Whole world,Excluded,9.749487,A,0.2629,0E-8,0
2022,50.00,L,Whole world,Excluded,13.333333,A,0.5038,0E-8,0
2021,11.00,C,Whole world,Excluded,11.56742,AAA,0.0411,0E-8,0
2018,4.00,C,Whole world,Excluded,8.153319,B,0.3669,0E-8,0
2020,20.00,J,Whole world,Excluded,9.83436,AAA,0.7173,0E-8,0
2020,15.00,N,Whole world,Excluded,9.467488,A,0.5093,0E-8,0
2022,2.00,J,Whole world,Excluded,8.131417,AA,0.6872,0E-8,0
2018,2.00,J,Whole world,Excluded,2.9486654,AA,0.8296,0E-8,0
2020,1.00,M,Sweden,Excluded,3.0472279,AA,0.0821,0E-8,0
2019,2.00,J,Whole world,Excluded,1.7850788,B,0.3203,0E-8,0
2021,3.00,C,Whole world,Excluded,3.66872,A,0.0055,0E-8,0
2022,1.00,F,Sweden,Excluded,3.9972622,C,0.2245,0E-8,0
2020,1.00,N,Whole world,Excluded,1.0951403,AN,0.7502,0E-8,0
2021,18.00,G,Whole world,Excluded,0.13689254,AN,0.9994,0E-8,0
2021,2.00,F,Sweden,Excluded,24.0,missing,0.3450,0E-8,0
2019,1.00,S,Sweden,Excluded,10.190281,missing,0.7283,0E-8,0
2019,4605.00,O,Whole world,Excluded,27.523615,missing,0.9994,0E-8,0
2019,1594.00,O,Whole world,Excluded,43.504448,missing,0.9994,0E-8,0
2018,2.00,M,Whole world,Excluded,33.347023,IR,0.6160,0E-8,0
2019,2.00,M,Whole world,Excluded,34.346336,C,0.3834,0E-8,0
2018,10.00,G,Whole world,Excluded,30.119097,AAA,0.8324,0E-8,0
2020,4.00,J,Whole world,Excluded,31.942505,AAA,0.6708,0E-8,0
2019,1.00,F,Nordic countries,Excluded,29.240246,AA,0.7529,0E-8,0
2022,32.00,L,Whole world,Excluded,30.934977,AAA,0.9994,0E-8,0
2020,45.00,J,Whole world,Excluded,24.919918,AA,0.7502,0E-8,0
2020,4.00,G,Whole world,Excluded,24.818617,AAA,0.4189,0E-8,0
2021,4.00,G,Whole world,Excluded,25.820671,AAA,0.4189,0E-8,0
2020,6.00,C,Whole world,Excluded,21.065023,AA,0.2492,0E-8,0
2022,15.00,G,Whole world,Excluded,23.049965,AAA,0.7529,0E-8,0
2021,110.00,J,Whole world,Excluded,21.264887,AA,0.4956,0E-8,0
2021,6.00,J,Whole world,Excluded,19.05544,AAA,0.0849,0E-8,0
2020,2.00,X,Whole world,Excluded,17.57974,A,0.3532,0E-8,0
2021,2.00,M,Whole world,Excluded,18.587269,A,0.5723,0E-8,0
2022,2.00,M,Whole world,Excluded,17.316906,A,0.6626,0E-8,0
2020,1.00,P,Whole world,Excluded,14.502396,AAA,0.3313,0E-8,0
2022,2.00,N,Whole world,Excluded,16.2026,AA,0.8324,0E-8,0
2020,2.00,S,Whole world,Excluded,14.0123205,AA,0.7392,0E-8,0
2019,1.00,M,Europe,Excluded,12.377824,AA,0.6654,0E-8,0
2020,10.00,G,Whole world,Excluded,10.409308,AA,0.3340,0E-8,0
2018,1.00,M,Nordic countries,Excluded,7.5509925,A,0.2765,0E-8,0
2020,3.00,G,Whole world,Excluded,9.029432,AA,0.3039,0E-8,0
2021,13.00,J,Sweden,Excluded,9.683778,AA,0.0630,0E-8,0
2020,2.00,M,Whole world,Excluded,8.150581,AA,0.4545,0E-8,0
2018,2.00,J,Whole world,Excluded,6.067077,AA,0.9172,0E-8,0
2020,2.00,J,Whole world,Excluded,8.065708,AA,0.0821,0E-8,0
2022,1.00,M,Whole world,Excluded,9.240247,A,0.0986,0E-8,0
2018,2.00,S,Europe,Excluded,5.0759754,B,0.4244,0E-8,0
2019,3.00,G,Whole world,Excluded,5.289528,B,0.0931,0E-8,0
2020,14.00,J,Nordic countries,Excluded,4.793977,AA,0.1697,0E-8,0
2019,2.00,J,Whole world,Excluded,3.3347023,AA,0.6846,0E-8,0
2021,6.00,M,Nordic countries,Excluded,4.0985627,AA,0.9309,0E-8,0
2021,1.00,H,Sweden,Excluded,3.4031484,AA,0.5203,0E-8,0
2019,2.00,M,Sweden,Excluded,1.2676249,AN,0.7804,0E-8,0
2020,1.00,C,Sweden,Excluded,1.7303216,B,0.7010,0E-8,0
2019,1.00,M,Sweden,Excluded,0.22724162,AN,0.9501,0E-8,0
2021,2.00,J,Whole world,Excluded,1.596167,A,0.7311,0E-8,0
2022,1.00,M,Sweden,Excluded,1.6016427,A,0.4902,0E-8,0
2022,1.00,M,Sweden,Excluded,0.5448323,AN,0.3094,0E-8,0
2020,2.00,S,Sweden,Excluded,20.312115,missing,0.0794,0E-8,0
2022,11.00,Q,Whole world,Excluded,30.042437,missing,0.3367,0E-8,0
2019,4.00,G,Sweden,Excluded,5.0924025,missing,0.5394,0E-8,0
2022,1.00,N,Europe,Excluded,5.91102,missing,0.3340,0E-8,0
2019,1541.00,O,Whole world,Excluded,43.504448,missing,0.9994,0E-8,0
2019,39.00,H,Whole world,Excluded,43.504448,missing,0.9994,0E-8,0
2020,4.00,K,Whole world,Excluded,30.872005,A,0.6489,0E-8,0
2022,10.00,R,Whole world,Excluded,28.599588,A,0.1616,0E-8,0
2022,2.00,J,Whole world,Excluded,24.257359,AA,0.2354,0E-8,0
2019,87.00,F,Sweden,Excluded,13.908282,A,0.9145,0E-8,0
2019,15.00,J,Whole world,Excluded,13.234771,AAA,0.9145,0E-8,0
2020,282.00,G,Whole world,Excluded,14.16564,AAA,0.0849,0E-8,0
2019,2.00,Q,Whole world,Excluded,12.659822,A,0.1342,0E-8,0
2022,2.00,F,Nordic countries,Excluded,15.59206,A,0.4217,0E-8,0
2022,2.00,L,Whole world,Excluded,15.52909,C,0.7475,0E-8,0
2021,10.00,F,Whole world,Excluded,10.694045,AA,0.7502,0E-8,0
2020,1.00,M,Sweden,Excluded,9.125257,AA,0.2793,0E-8,0
2019,17.00,I,Whole world,Excluded,7.9561944,B,0.3724,0E-8,0
2019,4.00,J,Whole world,Excluded,7.676934,AA,0.7804,0E-8,0
2021,30.00,G,Whole world,Excluded,9.516769,AA,0.6654,0E-8,0
2020,2.00,G,Sweden,Excluded,8.106776,C,0.4189,0E-8,0
2022,1.00,C,Europe,Excluded,9.661876,A,0.5202,0E-8,0
2019,7.00,L,Whole world,Excluded,4.0793977,AA,0.6654,0E-8,0
2020,7.00,M,Whole world,Excluded,4.5585217,AA,0.0575,0E-8,0
2022,38.00,J,Whole world,Excluded,4.7857633,AA,0.1697,0E-8,0
2022,1.00,G,Whole world,Excluded,1.7741274,C,0.5148,0E-8,0
2021,2.00,M,Europe,Excluded,0.3832991,AN,0.1752,0E-8,0
2022,2.00,L,Whole world,Excluded,28.418892,missing,0.2519,0E-8,0
2021,1.00,F,Sweden,Excluded,1.9575633,missing,0.6160,0E-8,0
2021,3.00,N,Nordic countries,Excluded,40.539356,missing,0.7010,0E-8,0
2021,12.00,G,Whole world,Excluded,55.967144,AA,0.8324,0E-8,0
2018,3.00,X,Whole world,Excluded,44.766598,AAA,0.2546,0E-8,0
2020,19.00,G,Whole world,Excluded,37.9603,AAA,0.2738,0E-8,0
2021,1.00,N,Whole world,Excluded,35.04449,C,0.3478,0E-8,0
2022,2.00,L,Whole world,Excluded,33.982204,AAA,0.3340,0E-8,0
2018,13.00,G,Whole world,Excluded,25.790554,AAA,0.9994,0E-8,0
2019,2.00,M,Whole world,Excluded,24.490076,A,0.2465,0E-8,0
2021,34.00,C,Whole world,Excluded,23.608488,AAA,0.2465,0E-8,0
2022,2.00,L,Whole world,Excluded,23.356606,A,0.5805,0E-8,0
2022,11.00,A,Europe,Excluded,23.099247,AAA,0.1479,0E-8,0
2020,5.00,G,Whole world,Excluded,19.362082,AAA,0.2738,0E-8,0
2018,13.00,M,Whole world,Excluded,16.80219,B,0.5038,0E-8,0
2019,31.00,C,Whole world,Excluded,14.959617,B,0.7475,0E-8,0
2021,2.00,G,Whole world,Excluded,16.832306,A,0.2492,0E-8,0
2022,2.00,M,Whole world,Excluded,17.689255,A,0.5120,0E-8,0
2019,4.00,J,Whole world,Excluded,14.198494,C,0.1123,0E-8,0
2022,20.00,M,Sweden,Excluded,12.54757,AAA,0.0301,0E-8,0
2020,1.00,F,Nordic countries,Excluded,9.237509,C,0.5777,0E-8,0
2022,4.00,M,Whole world,Excluded,11.030801,C,0.2081,0E-8,0
2018,2.00,M,Whole world,Excluded,6.8172483,A,0.3258,0E-8,0
2022,1.00,F,Whole world,Excluded,10.08898,A,0.9172,0E-8,0
2019,1.00,M,Whole world,Excluded,5.8370976,A,0.1917,0E-8,0
2021,1.00,G,Sweden,Excluded,7.3483915,IR,0.6051,0E-8,0
2022,2.00,J,Whole world,Excluded,7.1129365,A,0.8542,0E-8,0
2022,6.00,M,Whole world,Excluded,7.028063,AA,0.1890,0E-8,0
2022,2.00,L,Whole world,Excluded,6.8856945,A,0.7529,0E-8,0
2021,2.00,M,Whole world,Excluded,5.0704994,AA,0.9610,0E-8,0
2019,21.00,J,Europe,Excluded,2.8939083,AA,0.1917,0E-8,0
2020,1.00,J,Europe,Excluded,3.3483915,AA,0.8351,0E-8,0
2019,2.00,M,Whole world,Excluded,2.1683779,B,0.0904,0E-8,0
2022,1.00,S,Sweden,Excluded,5.1307325,A,0.8378,0E-8,0
2019,1.00,J,Whole world,Excluded,1.9110198,A,0.5011,0E-8,0
2022,4.00,M,Sweden,Excluded,4.8733745,B,0.4819,0E-8,0
2021,2.00,M,Sweden,Excluded,3.2689939,A,0.7804,0E-8,0
2021,1.00,J,Whole world,Excluded,3.1293635,AA,0.9747,0E-8,0
2021,1.00,R,Whole world,Excluded,2.6748803,AA,0.5093,0E-8,0
2022,4.00,Q,Whole world,Excluded,1.4099932,AN,0.0849,0E-8,0
2022,1.00,N,Sweden,Excluded,6.0616016,missing,0.1506,0E-8,0
2018,14.00,S,Whole world,Excluded,17.166325,missing,0.5886,0E-8,0
2020,1.00,F,Whole world,Excluded,3.4469543,missing,0.5038,0E-8,0
2022,2.00,F,Sweden,Excluded,0.8459959,missing,0.0658,0E-8,0
2021,8.00,M,Whole world,Excluded,33.2731,AAA,0.6983,0E-8,0
2021,14.00,K,Whole world,Excluded,21.245722,AA,0.2465,0E-8,0
2021,15.00,L,Nordic countries,Excluded,17.483915,AA,0.1670,0E-8,0
2019,5.00,M,Whole world,Excluded,14.688569,AA,0.0876,0E-8,0
2021,2.00,F,Sweden,Excluded,16.25462,B,0.1013,0E-8,0
2019,12.00,J,Whole world,Excluded,12.106776,A,0.9145,0E-8,0
2018,4.00,R,Sweden,Excluded,5.744011,A,0.1697,0E-8,0
2020,4.00,R,Sweden,Excluded,7.742642,AA,0.1780,0E-8,0
2019,1.00,F,Europe,Excluded,6.3436003,A,0.9583,0E-8,0
2019,8.00,C,Whole world,Excluded,5.3661876,A,0.8324,0E-8,0
2020,5.00,Q,Whole world,Excluded,5.0787134,AA,0.9583,0E-8,0
2020,3.00,J,Whole world,Excluded,5.0403833,A,0.1178,0E-8,0
2020,1.00,M,Whole world,Excluded,4.711841,A,0.7967,0E-8,0
2019,1.00,M,Sweden,Excluded,1.8562628,A,0.0520,0E-8,0
2022,2.00,J,Sweden,Excluded,4.728268,AA,0.3669,0E-8,0
2021,1.00,M,Whole world,Excluded,2.2915812,A,0.9994,0E-8,0
2021,2550.00,O,Whole world,Excluded,45.505817,missing,0.9994,0E-8,0
2019,1.00,M,Whole world,Excluded,28.251883,missing,0.0274,0E-8,0
2018,2.00,X,Whole world,Excluded,18.239561,missing,0.6680,0E-8,0
2019,5.00,G,Whole world,Excluded,8.33128,missing,0.0301,0E-8,0
2022,9.00,C,Whole world,Excluded,67.282684,AAA,0.1616,0E-8,0
2022,3.00,C,Whole world,Excluded,59.498974,A,0.2054,0E-8,0
2022,2.00,L,Whole world,Excluded,53.675564,AA,0.5038,0E-8,0
2019,19.00,G,Whole world,Excluded,36.960987,AA,0.7283,0E-8,0
2021,2.00,M,Whole world,Excluded,36.347706,AA,0.4135,0E-8,0
2020,5.00,N,Whole world,Excluded,33.07324,AA,0.0849,0E-8,0
2019,4.00,J,Whole world,Excluded,30.94319,AAA,0.6681,0E-8,0
2019,30.00,L,Whole world,Excluded,27.934292,AA,0.7529,0E-8,0
2021,30.00,L,Whole world,Excluded,29.935661,A,0.9994,0E-8,0
2022,10.00,L,Whole world,Excluded,29.368925,AAA,0.6654,0E-8,0
2020,2.00,C,Whole world,Excluded,22.707735,B,0.5065,0E-8,0
2019,1.00,J,Whole world,Excluded,18.69952,B,0.8872,0E-8,0
2022,2.00,J,Whole world,Excluded,17.100616,A,0.6298,0E-8,0
2019,7.00,J,Whole world,Excluded,12.262834,AA,0.7557,0E-8,0
2020,7.00,J,Europe,Excluded,12.939083,AAA,0.3805,0E-8,0
2021,32.00,H,Whole world,Excluded,13.631759,C,0.5038,0E-8,0
2019,13.00,G,Whole world,Excluded,11.518138,AAA,0.0794,0E-8,0
2019,3.00,F,Nordic countries,Excluded,10.75154,A,0.5038,0E-8,0
2022,2.00,L,Whole world,Excluded,11.586584,AA,0.6680,0E-8,0
2020,2.00,M,Whole world,Excluded,8.81588,A,0.6763,0E-8,0
2020,1.00,J,Whole world,Excluded,8.150581,A,0.6900,0E-8,0
2021,2.00,G,Whole world,Excluded,8.574948,AAA,0.8789,0E-8,0
2022,2.00,M,Whole world,Excluded,9.327858,AA,0.7912,0E-8,0
2022,6.00,J,Whole world,Excluded,8.733744,B,0.5257,0E-8,0
2020,6.00,F,Sweden,Excluded,6.2149215,AA,0.1397,0E-8,0
2022,1.00,J,Whole world,Excluded,8.049281,AA,0.8926,0E-8,0
2021,2.00,M,Whole world,Excluded,6.2970567,B,0.5230,0E-8,0
2018,12.00,M,Whole world,Excluded,3.137577,A,0.2984,0E-8,0
2020,1.00,M,Whole world,Excluded,4.1779604,A,0.8816,0E-8,0
2020,3.00,F,Sweden,Excluded,4.0082135,A,0.0657,0E-8,0
2019,1.00,J,Whole world,Excluded,2.9103353,AA,0.4764,0E-8,0
2020,2.00,R,Whole world,Excluded,3.523614,AA,0.3313,0E-8,0
2019,1.00,M,Whole world,Excluded,1.9931554,A,0.6764,0E-8,0
2019,1.00,M,Whole world,Excluded,1.9712526,A,0.2629,0E-8,0
2021,1.00,J,Sweden,Excluded,3.4770706,AA,0.5257,0E-8,0
2020,3.00,F,Sweden,Excluded,1.3278576,AN,0.2354,0E-8,0
2019,1.00,F,Sweden,Excluded,0.23271732,AN,0.7858,0E-8,0
2020,2.00,M,Whole world,Excluded,1.155373,AN,0.0192,0E-8,0
2020,1.00,N,Whole world,Excluded,1.0376455,AN,0.2875,0E-8,0
2020,1.00,C,Whole world,Excluded,0.07665982,AN,0.9993,0E-8,0
2018,2.00,N,Whole world,Excluded,5.2621493,missing,0.1068,0E-8,0
2022,2.00,L,Whole world,Excluded,25.166325,missing,0.6708,0E-8,0
2022,1.00,F,Sweden,Excluded,3.2443533,missing,0.5448,0E-8,0
2020,1.00,M,Whole world,Excluded,4.6351814,missing,0.1451,0E-8,0
2022,2.00,G,Whole world,Excluded,12.418891,missing,0.9994,0E-8,0
2022,1.00,N,Whole world,Excluded,11.753593,missing,0.3395,0E-8,0
2022,1.00,F,Sweden,Excluded,0.8843258,missing,0.1479,0E-8,0
2019,2.00,I,Whole world,Excluded,12.344969,missing,0.2519,0E-8,0
2019,751.00,O,Whole world,Excluded,27.523615,missing,0.9556,0E-8,0
2020,1040.00,O,Whole world,Excluded,28.52293,missing,1.0021,0E-8,0
2021,1.00,M,Whole world,Excluded,39.526352,IR,0.8652,0E-8,0
2022,2.00,F,Whole world,Excluded,35.88775,AA,0.6654,0E-8,0
2021,3.00,H,Whole world,Excluded,30.989733,AAA,0.9501,0E-8,0
2020,5.00,G,Whole world,Excluded,28.325804,AAA,0.6708,0E-8,0
2021,5.00,G,Whole world,Excluded,21.264887,A,0.3340,0E-8,0
2022,2.00,M,Europe,Excluded,12.251883,A,0.8981,0E-8,0
2020,16.00,M,Sweden,Excluded,8.835045,A,0.0630,0E-8,0
2019,1.00,Q,Whole world,Excluded,1.1471595,AN,0.0849,0E-8,0
2020,4.00,H,Whole world,Excluded,0.9226557,AN,0.1643,0E-8,0
2021,8.00,G,Whole world,Excluded,0.99931556,A,0.2272,0E-8,0
2020,1.00,P,Whole world,Excluded,12.999315,missing,0.9501,0E-8,0
2021,1.00,F,Sweden,Excluded,3.4715948,missing,0.4135,0E-8,0
2022,10.00,M,Whole world,Excluded,4.966461,missing,0.0329,0E-8,0
2018,2.00,S,Whole world,Excluded,24.0,missing,0.5859,0E-8,0
2020,1.00,H,Sweden,Excluded,1.1088296,missing,0.3532,0E-8,0
2018,8.00,G,Whole world,Excluded,40.643394,AA,0.8378,0E-8,0
2022,18.00,J,Whole world,Excluded,32.783024,AA,0.7475,0E-8,0
2022,1.00,M,Europe,Excluded,32.9911,A,0.7611,0E-8,0
2021,3.00,M,Sweden,Excluded,30.510609,AA,0.6270,0E-8,0
2021,3.00,M,Whole world,Not Excluded,30.212183,A,0.4956,0E-8,0
2022,5.00,G,Whole world,Excluded,30.746065,AA,0.9994,0E-8,0
2020,20.00,J,Whole world,Excluded,28.57221,A,0.4983,0E-8,0
2022,3.00,M,Whole world,Excluded,28.262835,AA,0.2465,0E-8,0
2019,9.00,J,Whole world,Excluded,25.166325,B,0.2519,0E-8,0
2018,14.00,N,Whole world,Excluded,19.06913,AA,0.2738,0E-8,0
2019,4.00,S,Whole world,Excluded,19.928816,AA,0.3751,0E-8,0
2020,200.00,N,Whole world,Excluded,20.353182,A,1.0021,0E-8,0
2020,4.00,J,Whole world,Excluded,18.513348,A,0.2245,0E-8,0
2021,4.00,J,Whole world,Excluded,19.5154,AA,0.7749,0E-8,0
2022,3.00,X,Whole world,Excluded,19.581108,A,0.0438,0E-8,0
2021,3.00,G,Whole world,Excluded,16.832306,A,0.0849,0E-8,0
2020,8.00,M,Whole world,Excluded,9.032169,A,0.7529,0E-8,0
2019,2.00,M,Nordic countries,Excluded,6.5352497,A,0.2273,0E-8,0
2020,105.00,G,Whole world,Excluded,7.0773444,B,1.0021,0E-8,0
2022,2.00,J,Whole world,Excluded,8.424367,B,0.9720,0E-8,0
2019,5.00,G,Whole world,Excluded,5.232033,AA,0.3313,0E-8,0
2022,3.00,F,Europe,Excluded,7.307324,A,0.8350,0E-8,0
2022,13.00,M,Sweden,Excluded,6.0424366,AA,0.1369,0E-8,0
2020,2.00,M,Whole world,Excluded,3.983573,AA,0.1561,0E-8,0
2018,1.00,M,Sweden,Excluded,1.3880904,AN,0.0438,0E-8,0
2018,3.00,M,Europe,Excluded,1.3169062,A,0.0849,0E-8,0
2021,1.00,M,Sweden,Excluded,4.164271,AA,0.2136,0E-8,0
2020,10.00,K,Whole world,Excluded,3.0061603,A,0.2602,0E-8,0
2022,1.00,J,Whole world,Excluded,4.8569474,AA,0.3560,0E-8,0
2021,3.00,M,Whole world,Excluded,3.2963724,A,0.4299,0E-8,0
2022,1.00,G,Sweden,Excluded,4.049281,A,0.0383,0E-8,0
2020,1.00,N,Sweden,Excluded,1.779603,A,0.2492,0E-8,0
2019,1.00,F,Sweden,Excluded,0.70362765,AN,0.9227,0E-8,0
2021,7.00,B,Whole world,Excluded,1.9219712,A,0.3423,0E-8,0
2021,3.00,F,Sweden,Excluded,1.6344969,A,0.4928,0E-8,0
2020,1.00,F,Sweden,Excluded,7.912389,missing,0.0192,0E-8,0
2020,12.00,S,Whole world,Excluded,44.999317,missing,0.4627,0E-8,0
2022,1.00,F,Whole world,Excluded,2.8035593,missing,0.2519,0E-8,0
2020,2.00,F,Whole world,Excluded,10.978782,missing,0.4929,0E-8,0
2021,2.00,F,Whole world,Excluded,36.75291,missing,0.7119,0E-8,0
2018,3.00,G,Europe,Excluded,27.531828,AAA,0.7529,0E-8,0
2022,74.00,H,Whole world,Excluded,30.60917,AAA,0.7529,0E-8,0
2021,1.00,M,Whole world,Excluded,24.511978,A,0.2053,0E-8,0
2020,31.00,F,Sweden,Excluded,22.803558,AAA,0.1670,0E-8,0
2022,1.00,J,Whole world,Excluded,21.448322,C,0.4709,0E-8,0
2018,3.00,M,Whole world,Excluded,11.274469,A,0.8022,0E-8,0
2022,5.00,L,Whole world,Excluded,15.167693,AA,0.6434,0E-8,0
2022,3.00,N,Whole world,Excluded,13.382615,AA,0.2136,0E-8,0
2022,1.00,M,Sweden,Excluded,11.126626,A,0.7202,0E-8,0
2022,1.00,M,Sweden,Excluded,11.126626,A,0.2793,0E-8,0
2019,17.00,I,Whole world,Excluded,7.9561944,B,0.3012,0E-8,0
2019,4.00,R,Sweden,Excluded,6.7433267,AA,0.8296,0E-8,0
2021,3.00,J,Whole world,Excluded,6.0424366,A,0.1178,0E-8,0
2021,3.00,R,Whole world,Excluded,4.7063656,A,0.0657,0E-8,0
2020,1.00,G,Whole world,Excluded,2.2997947,B,0.5202,0E-8,0
2019,1.00,J,Whole world,Excluded,1.1252567,AN,0.7940,0E-8,0
2021,1.00,J,Sweden,Excluded,2.847365,AA,0.9145,0E-8,0
2019,1.00,M,Whole world,Excluded,0.7994524,AN,0.6680,0E-8,0
2020,2.00,M,Europe,Excluded,0.36960986,AN,0.2491,0E-8,0
2018,1.00,M,Europe,Excluded,1.2950034,missing,0.1533,0E-8,0
2020,2.00,K,Whole world,Excluded,33.18823,A,0.1342,0E-8,0
2019,250.00,N,Whole world,Excluded,32.07392,AAA,0.9145,0E-8,0
2019,4.00,G,Whole world,Excluded,21.839836,AAA,0.5394,0E-8,0
2018,3.00,C,Whole world,Excluded,20.709103,AAA,0.5065,0E-8,0
2021,3.00,N,Whole world,Excluded,22.940453,AAA,0.5367,0E-8,0
2018,2.00,M,Whole world,Excluded,17.489391,A,0.9583,0E-8,0
2021,1.00,M,Whole world,Excluded,19.26078,A,0.9145,0E-8,0
2020,2.00,X,Whole world,Excluded,17.837097,A,0.5503,0E-8,0
2019,1.00,F,Whole world,Excluded,16.465435,AA,0.2465,0E-8,0
2019,3.00,Q,Sweden,Excluded,15.321013,AAA,0.8324,0E-8,0
2020,26.00,M,Whole world,Excluded,13.486653,AAA,0.8953,0E-8,0
2020,3.00,P,Whole world,Excluded,13.007529,C,0.2985,0E-8,0
2018,2.00,M,Sweden,Excluded,10.606434,A,0.0794,0E-8,0
2021,2.00,M,Whole world,Excluded,12.024641,B,0.4792,0E-8,0
2022,2.00,M,Whole world,Excluded,13.023956,AAA,0.4792,0E-8,0
2020,2.00,C,Whole world,Excluded,9.538672,AA,0.6024,0E-8,0
2020,1.00,M,Whole world,Excluded,8.64887,AA,0.0301,0E-8,0
2022,2.00,G,Whole world,Excluded,10.598221,AA,0.5038,0E-8,0
2019,2.00,J,Whole world,Excluded,7.49076,A,0.2984,0E-8,0
2019,2.00,M,Europe,Excluded,7.2580423,AA,0.7529,0E-8,0
2022,2.00,M,Europe,Excluded,10.258727,AA,0.2465,0E-8,0
2019,4.00,Q,Whole world,Excluded,6.49692,AA,0.9994,0E-8,0
2021,3.00,G,Europe,Excluded,7.2443533,A,0.0849,0E-8,0
2020,1.00,M,Whole world,Excluded,6.086242,B,0.8816,0E-8,0
2020,1.00,M,Sweden,Excluded,5.360712,B,0.1753,0E-8,0
2021,5.00,I,Whole world,Excluded,5.7330594,A,0.6270,0E-8,0
2021,3.00,M,Nordic countries,Excluded,4.985626,AA,0.2246,0E-8,0
2020,19.00,J,Europe,Excluded,3.8932238,AA,0.1862,0E-8,0
2021,1.00,M,Whole world,Excluded,4.0054755,IR,0.1178,0E-8,0
2020,1.00,J,Sweden,Excluded,1.7823409,A,0.5777,0E-8,0
2020,10.00,Q,Sweden,Excluded,1.7686516,B,0.7311,0E-8,0
2019,3.00,F,Whole world,Excluded,0.53661877,AN,0.6024,0E-8,0
2021,1.00,M,Sweden,Excluded,1.8316221,A,0.5339,0E-8,0
2021,1.00,J,Whole world,Excluded,0.807666,AN,0.2109,0E-8,0
2018,1.00,A,Whole world,Excluded,23.321012,missing,0.1889,0E-8,0
2021,1.00,F,Whole world,Excluded,0.15331964,missing,0.6242,0E-8,0
2022,4.00,J,Whole world,Excluded,18.009583,missing,0.7475,0E-8,0
2021,9.00,C,Whole world,Excluded,43.871323,AAA,0.3067,0E-8,0
2018,14.00,F,Whole world,Excluded,28.375086,AA,0.8378,0E-8,0
2021,3.00,G,Europe,Excluded,30.532513,AA,0.7529,0E-8,0
2021,54.00,J,Whole world,Excluded,28.295689,AAA,0.5859,0E-8,0
2018,7.00,G,Whole world,Excluded,23.05544,AAA,0.5038,0E-8,0
2019,4.00,J,Whole world,Excluded,19.282682,A,0.4874,0E-8,0
2020,2.00,P,Nordic countries,Excluded,10.967831,A,0.2355,0E-8,0
2018,16.00,C,Whole world,Excluded,6.811773,AA,0.5010,0E-8,0
2019,26.00,Q,Sweden,Excluded,6.1136208,A,0.0986,0E-8,0
2018,2400.00,C,Whole world,Not Excluded,4.8761125,AAA,0.2519,0E-8,0
2019,2.00,J,Whole world,Excluded,2.7734427,AA,0.8598,0E-8,0
